title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
"['BCN\xa04949 Construction Management Internship', '3 Credits']","Minimum two-term employment in construction management. Requires advance approval, internship work reports, and an oral presentation.",https://catalog.ufl.edu/UGRD/courses/construction_management/,3.0,Construction Management,engineering_capabilities-2,"{""construction management"": 2}"
"['CWR\xa04542 Water Resources Engineering', '3 Credits']","Study of water resources engineering applications including hydrology and statistics, groundwater, hydraulic machinery, dams and reservoirs, water quality, water quality modeling, water and waste-water treatment and water law and institutions.",https://catalog.ufl.edu/UGRD/courses/civil_and_coastal_engineering/,2.0,Water Quality,technical_skills-1,"{""water quality"": 2}"
"['AOM\xa04434 Precision Agriculture', '3 Credits']","Principles and applications of technologies supporting precision farming and planning for natural resource data management. Global positioning systems (GPS), geographic information systems (GIS), variable rate technologies (VRT), data layering of independent variables, automated guidance, Internet, information access and computer software for management.",https://catalog.ufl.edu/UGRD/courses/agricultural_operations_management/,2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
"['CDA\xa04102 Computer Architecture', '3 Credits']","Introduces computer architecture and system organization including virtual memory supports cache, pipeline, vector processing, multiprocessor and RISC architecture.",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['CEN\xa03907C Computer Engineering Design 1', '3 Credits']","Reinforce basic computer engineering skills; design, produce, and report on a computer engineering project, meeting defined specifications and using a structured design methodology and project management.",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['CEN\xa03913 Computer and Information Science and Engineering Design 1', '3 Credits']","Preparatory skills are developed for CISE Design 2 for Computer Engineering students. Teams design, produce and report on a software prototype, meeting defined specifications and using a structured design methodology and project management.",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['CEN\xa04725 Natural User Interaction', '3 Credits']","Introduces the design, development and evaluation of Natural User Interaction (NUI) technologies (e.g., non-keyboard and mouse technologies such as touchscreen interaction, gesture interaction, speech interaction, etc.). Discussion of the hardware-to-software NUI pipeline and key considerations when developing NUI software, including existing platforms, toolkits and APIs used to create NUI software.",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['CEN\xa04908C Computer Engineering Design 2', '3 Credits']","Second course in computer engineering design sequence; students will complete a technical design, testing regimen, product, and technical report as part of a computer engineering capstone project. The project will meet defined specifications and will be completed using a structured design methodology and project management techniques.",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['AGG\xa03501 Environment, Food and Society', '3 Credits']","Global issues and trends in population growth, natural resource (soil, water, and plant genetic biodiversity) utilization, climate change, and potential impacts of current trends on agriculture, natural resources, global food security, and sustainability.",https://catalog.ufl.edu/UGRD/courses/agronomy/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['AGR\xa04212 Alternative Cropping Systems', '3 Credits']","Examines alternative cropping systems, focusing on issues of sustainability, against a backdrop of trends occurring in conventional agriculture.",https://catalog.ufl.edu/UGRD/courses/agronomy/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['LIT\xa03622 Literature of Sustainability & Resilience', '3 Credits']","Survey of literary nonfiction, fiction, memoir, and poetry addressing human responses to environmental change and crisis.",https://catalog.ufl.edu/UGRD/courses/english/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['EMS\xa04315 Analytical Approaches to EMS', '3 Credits']","Focuses on the practice and principles of emergency medical services systems management, including effective daily operations within an EMS organization. Topics include purpose of analysis; analysis in parallel professions; problem identification; foundational analysis; data collection; financial analysis; cost-benefit analysis; policy and impact analysis; and project development.",https://catalog.ufl.edu/UGRD/courses/construction_management/,2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
"['AOM\xa04521 Introduction to Biofuels', '3 Credits']","An overview of biofuel production related to technologies and feedstocks, economics of producing biofuels and impact on the environment and the local economy. Dealing specifically with liquid and gaseous biofuels and bioenergy produced from renewable resources, it provides a summary of the past, present and future production technologies and applications.",https://catalog.ufl.edu/UGRD/courses/agricultural_operations_management/,4.5,Biofuels,use-3,"{""biofuels"": 3}"
"['AOM\xa04643 Environmental Hydrology: Principles and Issues', '3 Credits']","The basics of environmental hydrology, intended for agricultural and natural resource managers. The first half covers scientific principles of the hydrologic cycle while the second half investigates case studies of current water quality and water management issues.",https://catalog.ufl.edu/UGRD/courses/agricultural_operations_management/,1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
"['CIS\xa04360 Computer and Information Security', '3 Credits']","Covers systematic threat and risk assessment; programmed threats and controls in hardware, software, and human procedures; security policies, models, and mechanisms; theoretical limitations and practical implementations; certification and accreditation standards; and case study reviews. Includes projects.",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
"['FES\xa03284 Management of Emergency Medical Services', '3 Credits']","Personnel and resource management issues in providing emergency medical services function. Quality assurance, utilization review techniques, and practices and techniques for delivery of services and distribution of resources are included.",https://catalog.ufl.edu/UGRD/courses/construction_management/,2.0,Quality Assurance;Resource Management,technical_skills-1,"{""resource management"": 1, ""quality assurance"": 1}"
"['ABE\xa04042C Biological Engineering Design 1', '2 Credits']","Design of engineered agricultural and biological systems and devices. Problem definition analysis, synthesis, project management, economic, environmental, and social impacts. Individual and team projects.",https://catalog.ufl.edu/UGRD/courses/agricultural_and_biological_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['EEL\xa03923C Electrical Engineering Design 1', '3 Credits']","Teams design, produce, and report on a hardware prototype, meeting defined specifications and using a structured design methodology. Includes project management, hardware prototyping, and project reporting.",https://catalog.ufl.edu/UGRD/courses/electrical_and_computer_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['FES\xa04034 Regulatory Issues in Fire and Emergency Services', '3 Credits']","Introduces safety, health and environmental regulations on the state and federal levels that impact the delivery of fire and emergency services. OSHA, EPA and NFPA regulatory requirements are introduced along with methods and techniques to implement compliance programs.",https://catalog.ufl.edu/UGRD/courses/construction_management/,4.5,Environmental Regulation,sustainability_and_policy-4,"{""environmental regulation"": 1}"
"['COP\xa04600 Operating Systems', '3 Credits']","Design and implementation of various components of a modern operating system, including I/O programming, interrupt handling, process and resource management, computer networks and distributed systems. (M)",https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['ALS\xa02410 Challenge 2050: Global Uncertainty', '3 Credits']","Explores questions in human well-being and sustainability building a foundation for addressing global challenges associated with global population. Transdisciplinary experts lead diverse and innovative discussions, complex adaptive problem solving; and the integration of economic, environmental, food, health, and social system perspectives.",https://catalog.ufl.edu/UGRD/courses/agricultural_education_and_communication/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['ABE\xa04812 Food and Bioprocess Engineering Unit Operations', '4 Credits']","Analysis of thermal freezing, evaporation, dehydration, contact equilibrium and mechanical separation processes as governed by the reaction kinetics and rheology of processed foods.",https://catalog.ufl.edu/UGRD/courses/agricultural_and_biological_engineering/,2.5,Process Engineering,engineering_capabilities-2,"{""process engineering"": 1}"
"['FES\xa04045 Fire and Emergency Services Human Resource Management', '3 Credits']","Major human resource management functional areas for fire and emergency services agencies. Topics include organizational employment planning, employment regulation, job analysis, performance assessment, recruitment and regulation, job analysis, performance assessment, recruitment and selection, training and development, employee/labor relations and compensation.",https://catalog.ufl.edu/UGRD/courses/construction_management/,2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
"['EEL\xa04610 State Variable Methods in Linear Systems', '3 Credits']",Development of state-variable approach to linear continuous-time and discrete-time systems with emphasis on the design of feedback control systems.,https://catalog.ufl.edu/UGRD/courses/electrical_and_computer_engineering/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['EEL\xa04657C Linear Control Systems', '4 Credits']",Theory and design of linear control systems. Laboratory.,https://catalog.ufl.edu/UGRD/courses/electrical_and_computer_engineering/,2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
"['FES\xa04804 Disaster Recovery and Mitigation', '3 Credits']","Provides the opportunity to understand real world disaster response efforts through academic study and interactive applied activities. Topics include the Incident Command System (ICS), Emergency Operations Center (EOC) management, Resource Management (RM), and Command-Communications-Coordination (C3).",https://catalog.ufl.edu/UGRD/courses/construction_management/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['FES\xa04825 Disaster Planning and Control', '3 Credits']","Examines concepts and principles of community risk assessment, planning and response to fires and natural and human-caused disasters, including National Incident Management System--Incident Command Systems (NIMS ICS), mutual aid and automatic response, training and preparedness, communications, civil disturbances, terrorist threats/incidents, hazardous materials planning, mass casualty incidents, earthquake preparedness, and disaster mitigation and recovery.",https://catalog.ufl.edu/UGRD/courses/construction_management/,1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
"['ADV\xa04603 Account Management & Project Management', '3 Credits']","Explore in detail the role that account managers play in the development of effective advertising by examining areas such as client relationships, business planning, strategic planning, new business development, budgeting, ethics, timelines, scope of work, team communication, collaboration skills, management plans, production plans, and great creative work.",https://catalog.ufl.edu/UGRD/courses/advertising/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
